"DWV","DW","round","Dogs.with.collars","Dogs.without.collars","month_vax","year_vax","Dogs_vax"
"nachingwea_matekwe_matekwe","nachingwea_matekwe",4,9,4,69,2015,19
"nachingwea_mbondo_chimbendenga","nachingwea_mbondo",3,12,5,54,2014,34
"nachingwea_mbondo_chimbendenga","nachingwea_mbondo",4,13,6,69,2015,24
"nachingwea_mbondo_mbondo","nachingwea_mbondo",3,14,3,54,2014,37
"nachingwea_mbondo_mbondo","nachingwea_mbondo",4,18,6,69,2015,36
"nachingwea_mbondo_nahimba","nachingwea_mbondo",3,8,1,54,2014,14
"nachingwea_mbondo_nahimba","nachingwea_mbondo",4,15,6,69,2015,42
"nachingwea_mbondo_nakalonji","nachingwea_mbondo",3,10,1,54,2014,14
"nachingwea_mbondo_nakalonji","nachingwea_mbondo",4,18,0,69,2015,23
"nachingwea_mkoka_chilaile","nachingwea_mkoka",4,7,3,69,2015,9
"nachingwea_mkoka_likwela","nachingwea_mkoka",3,8,1,54,2014,9
"nachingwea_mkoka_likwela","nachingwea_mkoka",4,5,0,69,2015,9
"nachingwea_mkoka_mkoka","nachingwea_mkoka",3,12,4,54,2014,47
"nachingwea_mkoka_mkoka","nachingwea_mkoka",4,8,2,69,2015,18
"nachingwea_mkoka_nandile","nachingwea_mkoka",3,9,2,54,2014,11
"nachingwea_mkoka_narungombe","nachingwea_mkoka",3,9,1,54,2014,5
"nachingwea_mkoka_narungombe","nachingwea_mkoka",4,15,2,69,2015,21
"nachingwea_mkoka_rweje","nachingwea_mkoka",3,7,3,54,2014,29
"nachingwea_mkoka_rweje","nachingwea_mkoka",4,13,2,69,2015,17
"nachingwea_mkotokuyana_mandai","nachingwea_mkotokuyana",3,5,1,54,2014,8
"nachingwea_mkotokuyana_mandai","nachingwea_mkotokuyana",4,9,2,69,2015,12
"nachingwea_mkotokuyana_mtokokuyana","nachingwea_mkotokuyana",3,4,1,54,2014,7
"nachingwea_mkotokuyana_mtokokuyana","nachingwea_mkotokuyana",4,7,0,69,2015,19
"nachingwea_mkotokuyana_mtokokuyana","nachingwea_mkotokuyana",5,0,6,83,2016,24
"nachingwea_mneromiembeni_farm","nachingwea_mneromiembeni",3,8,3,54,2014,32
"nachingwea_mneromiembeni_farm","nachingwea_mneromiembeni",5,3,2,83,2016,7
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",3,11,1,54,2014,28
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",4,13,5,69,2015,26
"nachingwea_mneromiembeni_mkonjela","nachingwea_mneromiembeni",5,1,2,83,2016,63
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",3,8,1,54,2014,74
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",4,9,2,69,2015,18
"nachingwea_mneromiembeni_mneromiembeni","nachingwea_mneromiembeni",5,0,3,83,2016,14
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",3,12,0,54,2014,33
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",4,12,5,69,2015,36
"nachingwea_mneromiembeni_namkula","nachingwea_mneromiembeni",5,3,1,83,2016,27
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",3,16,3,54,2014,36
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",4,25,5,69,2015,48
"nachingwea_mneromiembeni_ntila","nachingwea_mneromiembeni",5,1,3,83,2016,38
"nachingwea_mnerongongo_kimawe","nachingwea_mnerongongo",3,16,3,54,2014,20
"nachingwea_mnerongongo_kimawe","nachingwea_mnerongongo",4,15,2,69,2015,45
"nachingwea_mnerongongo_kitandi","nachingwea_mnerongongo",3,5,3,54,2014,18
"nachingwea_mnerongongo_kitandi","nachingwea_mnerongongo",4,10,0,69,2015,27
"nachingwea_mnerongongo_mnerongongo","nachingwea_mnerongongo",3,42,9,54,2014,74
"nachingwea_mnerongongo_mnerongongo","nachingwea_mnerongongo",4,43,6,69,2015,75
"nachingwea_mnerongongo_mpute","nachingwea_mnerongongo",3,7,0,54,2014,29
"nachingwea_mnerongongo_mpute","nachingwea_mnerongongo",4,15,10,69,2015,59
"nachingwea_mpiruka_libea","nachingwea_mpiruka",3,8,1,54,2014,11
"nachingwea_mpiruka_libea","nachingwea_mpiruka",4,10,5,69,2015,19
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",3,27,8,54,2014,51
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",4,23,2,69,2015,40
"nachingwea_mpiruka_mkumba","nachingwea_mpiruka",5,10,4,83,2016,33
"nachingwea_mpiruka_mpiruka","nachingwea_mpiruka",3,17,2,54,2014,62
"nachingwea_mpiruka_mpiruka","nachingwea_mpiruka",4,10,2,69,2015,33
"nachingwea_mtua_kiparamtua","nachingwea_mtua",3,7,0,54,2014,82
"nachingwea_mtua_kiparamtua","nachingwea_mtua",4,24,7,69,2015,77
"nachingwea_mtua_mtua","nachingwea_mtua",3,12,2,54,2014,28
"nachingwea_mtua_mtua","nachingwea_mtua",4,23,5,69,2015,37
"nachingwea_mtua_mtua","nachingwea_mtua",5,2,0,83,2016,45
"nachingwea_mtua_nalengwe","nachingwea_mtua",3,12,2,54,2014,40
"nachingwea_mtua_nalengwe","nachingwea_mtua",4,13,0,69,2015,19
"nachingwea_mtua_nalengwe","nachingwea_mtua",5,1,0,83,2016,17
"nachingwea_mtua_nammanga","nachingwea_mtua",5,3,1,83,2016,21
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",3,5,1,54,2014,11
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",4,7,2,69,2015,14
"nachingwea_naipanga_chiumbatishuleni","nachingwea_naipanga",5,0,1,83,2016,11
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",3,3,1,54,2014,6
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",4,5,2,69,2015,6
"nachingwea_naipanga_chiwindi","nachingwea_naipanga",5,5,3,83,2016,7
"nachingwea_naipanga_naipanga","nachingwea_naipanga",3,5,1,54,2014,38
"nachingwea_naipanga_naipanga","nachingwea_naipanga",4,7,2,69,2015,16
"nachingwea_naipanga_naipanga","nachingwea_naipanga",5,0,0,83,2016,13
"nachingwea_naipanga_rahaleo","nachingwea_naipanga",3,2,1,NA,NA,NA
"nachingwea_naipanga_rahaleo","nachingwea_naipanga",5,0,2,83,2016,12
"nachingwea_naipingo_kihuwe","nachingwea_naipingo",3,14,5,54,2014,19
"nachingwea_naipingo_kihuwe","nachingwea_naipingo",4,5,0,69,2015,13
"nachingwea_naipingo_kwakamkamba","nachingwea_naipingo",3,6,2,54,2014,18
"nachingwea_naipingo_kwakamkamba","nachingwea_naipingo",4,9,6,69,2015,6
"nachingwea_naipingo_mchangani","nachingwea_naipingo",3,7,4,54,2014,13
"nachingwea_naipingo_mchangani","nachingwea_naipingo",4,16,6,69,2015,36
"nachingwea_naipingo_mchonda","nachingwea_naipingo",3,20,5,54,2014,47
"nachingwea_naipingo_mchonda","nachingwea_naipingo",4,23,5,69,2015,40
"nachingwea_naipingo_mchonda","nachingwea_naipingo",5,0,2,83,2016,23
"nachingwea_naipingo_mkatapori","nachingwea_naipingo",3,5,1,54,2014,9
"nachingwea_naipingo_mkatapori","nachingwea_naipingo",4,8,0,69,2015,9
"nachingwea_naipingo_mkatapori","nachingwea_naipingo",5,2,8,83,2016,16
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",3,8,2,54,2014,11
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",4,2,2,69,2015,2
"nachingwea_naipingo_mkukwe","nachingwea_naipingo",5,1,3,83,2016,6
"nachingwea_naipingo_naipingo","nachingwea_naipingo",3,25,9,54,2014,30
"nachingwea_naipingo_naipingo","nachingwea_naipingo",4,14,2,69,2015,47
"nachingwea_naipingo_naipingo","nachingwea_naipingo",5,3,1,83,2016,26
"nachingwea_naipingo_namatumbusi","nachingwea_naipingo",3,3,1,54,2014,15
"nachingwea_naipingo_namatumbusi","nachingwea_naipingo",4,5,2,69,2015,7
"nachingwea_naipingo_nangondo","nachingwea_naipingo",3,10,3,54,2014,16
"nachingwea_naipingo_nangondo","nachingwea_naipingo",4,9,5,69,2015,15
"nachingwea_naipingo_nangondo","nachingwea_naipingo",5,0,1,83,2016,29
"nachingwea_namapwia_likongowele","nachingwea_namapwia",3,11,2,54,2014,20
"nachingwea_namapwia_likongowele","nachingwea_namapwia",4,5,2,69,2015,6
"nachingwea_namapwia_likongowele","nachingwea_namapwia",5,5,3,83,2016,10
"nachingwea_namapwia_mbute","nachingwea_namapwia",3,7,2,54,2014,2
"nachingwea_namapwia_mbute","nachingwea_namapwia",4,7,1,69,2015,9
"nachingwea_namapwia_mbute","nachingwea_namapwia",5,3,3,83,2016,8
"nachingwea_namapwia_namapwia","nachingwea_namapwia",3,9,3,NA,NA,NA
"nachingwea_namapwia_namapwia","nachingwea_namapwia",4,12,2,69,2015,29
"nachingwea_namatula_muungano","nachingwea_namatula",3,12,3,54,2014,19
"nachingwea_namatula_muungano","nachingwea_namatula",4,13,4,69,2015,44
"nachingwea_namatula_namatula","nachingwea_namatula",3,41,10,54,2014,96
"nachingwea_namatula_namatula","nachingwea_namatula",4,23,2,69,2015,34
"nachingwea_namatula_namatula","nachingwea_namatula",5,2,5,83,2016,16
"nachingwea_nambambo_boma","nachingwea_nambambo",4,6,9,69,2015,60
"nachingwea_nambambo_boma","nachingwea_nambambo",5,8,5,83,2016,25
"nachingwea_nambambo_darajani","nachingwea_nambambo",4,12,7,NA,NA,NA
"nachingwea_nambambo_darajani","nachingwea_nambambo",5,2,2,NA,NA,NA
"nachingwea_nambambo_mshikamano","nachingwea_nambambo",4,2,2,NA,NA,NA
"nachingwea_nambambo_mshikamano","nachingwea_nambambo",5,3,2,NA,NA,NA
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",3,3,4,54,2014,148
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",4,10,4,69,2015,70
"nachingwea_nambambo_nachingwea","nachingwea_nambambo",5,5,1,83,2016,118
"nachingwea_nambambo_rahaleo","nachingwea_nambambo",4,5,0,69,2015,18
"nachingwea_nambambo_rahaleo","nachingwea_nambambo",5,0,0,NA,NA,NA
"nachingwea_nambambo_ugawaji","nachingwea_nambambo",3,6,1,54,2014,92
"nachingwea_nambambo_ugawaji","nachingwea_nambambo",4,22,5,69,2015,94
"nachingwea_nambambo_uliza","nachingwea_nambambo",3,9,1,NA,NA,NA
"nachingwea_namikango_namikangoa","nachingwea_namikango",3,6,2,54,2014,27
"nachingwea_namikango_namikangoa","nachingwea_namikango",4,7,2,69,2015,47
"nachingwea_namikango_namikangoa","nachingwea_namikango",5,2,8,83,2016,3
"nachingwea_namikango_namikangob","nachingwea_namikango",3,7,1,54,2014,10
"nachingwea_namikango_namikangob","nachingwea_namikango",4,13,4,69,2015,18
"nachingwea_namikango_namikangob","nachingwea_namikango",5,5,0,83,2016,34
"nachingwea_namikango_nangunde","nachingwea_namikango",3,13,0,54,2014,45
"nachingwea_namikango_nangunde","nachingwea_namikango",4,7,0,69,2015,13
"nachingwea_nangowe_matankini","nachingwea_nangowe",5,8,3,83,2016,31
"nachingwea_nangowe_maziwa","nachingwea_nangowe",3,11,3,54,2014,22
"nachingwea_nangowe_maziwa","nachingwea_nangowe",4,9,2,69,2015,10
"nachingwea_nangowe_maziwa","nachingwea_nangowe",5,10,6,83,2016,12
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",3,24,14,54,2014,53
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",4,7,2,69,2015,41
"nachingwea_nangowe_mitumbati","nachingwea_nangowe",5,9,3,83,2016,59
"nachingwea_nangowe_mwenge","nachingwea_nangowe",3,12,4,54,2014,34
"nachingwea_nangowe_mwenge","nachingwea_nangowe",4,23,4,69,2015,32
"nachingwea_nangowe_mwenge","nachingwea_nangowe",5,12,4,83,2016,31
"nachingwea_nangowe_nangowe","nachingwea_nangowe",4,6,0,69,2015,7
"nachingwea_nangowe_nangowe","nachingwea_nangowe",5,8,6,83,2016,6
"nachingwea_nditi_namanja","nachingwea_nditi",3,22,4,54,2014,33
"nachingwea_nditi_namanja","nachingwea_nditi",4,11,5,69,2015,15
"nachingwea_nditi_nditi","nachingwea_nditi",3,11,3,54,2014,28
"nachingwea_nditi_nditi","nachingwea_nditi",4,5,2,69,2015,24
"nachingwea_nditi_ngangambo","nachingwea_nditi",3,12,4,54,2014,20
"nachingwea_nditi_ngangambo","nachingwea_nditi",4,5,2,69,2015,6
"nachingwea_nditi_nyambia","nachingwea_nditi",3,12,1,54,2014,15
"nachingwea_nditi_nyambia","nachingwea_nditi",4,12,4,69,2015,13
"nachingwea_nditi_nyambia","nachingwea_nditi",5,8,3,83,2016,22
"nachingwea_nditi_nyambib","nachingwea_nditi",3,13,1,54,2014,10
"nachingwea_nditi_nyambib","nachingwea_nditi",4,6,2,69,2015,7
"nachingwea_ndomoni_makitikiti","nachingwea_ndomoni",3,0,0,NA,NA,NA
"nachingwea_ndomoni_makitikiti","nachingwea_ndomoni",4,0,0,NA,NA,NA
"nachingwea_ndomoni_makitikiti","nachingwea_ndomoni",5,0,1,NA,NA,NA
"nachingwea_ndomoni_mkurupilo","nachingwea_ndomoni",3,10,0,54,2014,14
"nachingwea_ndomoni_mkurupilo","nachingwea_ndomoni",4,9,0,69,2015,12
"nachingwea_ndomoni_ndomondo","nachingwea_ndomoni",3,0,0,NA,NA,NA
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",3,16,5,54,2014,20
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",4,13,2,69,2015,18
"nachingwea_ndomoni_ndomoni","nachingwea_ndomoni",5,6,2,83,2016,18
"nachingwea_ruponda_mandawa","nachingwea_ruponda",3,17,6,54,2014,54
"nachingwea_ruponda_mandawa","nachingwea_ruponda",4,23,5,69,2015,29
"nachingwea_ruponda_mandawa","nachingwea_ruponda",5,1,2,83,2016,28
"nachingwea_ruponda_mibondo","nachingwea_ruponda",3,4,1,54,2014,6
"nachingwea_ruponda_mibondo","nachingwea_ruponda",4,7,2,69,2015,10
"nachingwea_ruponda_mibondo","nachingwea_ruponda",5,2,4,83,2016,14
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",3,25,2,54,2014,62
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",4,13,5,69,2015,24
"nachingwea_ruponda_mwananyamala","nachingwea_ruponda",5,1,2,83,2016,18
"nachingwea_ruponda_nammanga","nachingwea_ruponda",3,10,5,54,2014,31
"nachingwea_ruponda_nammanga","nachingwea_ruponda",4,23,1,69,2015,44
"nachingwea_ruponda_nammanga","nachingwea_ruponda",5,3,7,83,2016,39
"nachingwea_ruponda_ruponda","nachingwea_ruponda",3,25,6,54,2014,45
"nachingwea_ruponda_ruponda","nachingwea_ruponda",4,11,5,69,2015,49
"nachingwea_ruponda_ruponda","nachingwea_ruponda",5,6,4,83,2016,49
"nachingwea_stesheni_chemchem","nachingwea_stesheni",4,2,0,69,2015,2
"nachingwea_stesheni_chemchem","nachingwea_stesheni",5,1,2,83,2016,2
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",3,11,3,54,2014,18
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",4,20,6,69,2015,47
"nachingwea_stesheni_chiumbatimiembeni","nachingwea_stesheni",5,17,5,83,2016,24
"nachingwea_stesheni_nangolola","nachingwea_stesheni",3,8,2,54,2014,8
"nachingwea_stesheni_nangolola","nachingwea_stesheni",4,11,2,69,2015,16
"nachingwea_stesheni_songambele","nachingwea_stesheni",3,9,1,54,2014,30
"nachingwea_stesheni_songambele","nachingwea_stesheni",4,5,0,69,2015,25
"nachingwea_stesheni_songambele","nachingwea_stesheni",5,13,7,83,2016,17
"nachingwea_stesheni_stesheni","nachingwea_stesheni",3,9,1,54,2014,65
"nachingwea_stesheni_stesheni","nachingwea_stesheni",4,14,5,69,2015,31
"nachingwea_stesheni_stesheni","nachingwea_stesheni",5,20,5,83,2016,33
"nanyumbu_chipuputa_chipuputa","nanyumbu_chipuputa",3,0,2,54,2014,9
"nanyumbu_chipuputa_chipuputa","nanyumbu_chipuputa",4,5,6,68,2015,6
"nanyumbu_chipuputa_chipuputa","nanyumbu_chipuputa",5,3,2,83,2016,6
"nanyumbu_chipuputa_mkohola","nanyumbu_chipuputa",3,3,0,54,2014,9
"nanyumbu_chipuputa_mkohola","nanyumbu_chipuputa",4,2,0,68,2015,1
"nanyumbu_chipuputa_mkohola","nanyumbu_chipuputa",5,0,7,83,2016,1
"nanyumbu_chipuputa_mpwahia","nanyumbu_chipuputa",3,4,1,54,2014,4
"nanyumbu_chipuputa_mpwahia","nanyumbu_chipuputa",4,6,2,68,2015,20
"nanyumbu_chipuputa_mpwahia","nanyumbu_chipuputa",5,15,5,83,2016,25
"nanyumbu_chipuputa_namaguruvi","nanyumbu_chipuputa",3,0,0,54,2014,2
"nanyumbu_chipuputa_namaguruvi","nanyumbu_chipuputa",4,3,0,68,2015,12
"nanyumbu_chipuputa_namaguruvi","nanyumbu_chipuputa",5,5,1,83,2016,18
"nanyumbu_chipuputa_namasogo","nanyumbu_chipuputa",3,0,0,54,2014,23
"nanyumbu_chipuputa_namasogo","nanyumbu_chipuputa",4,3,4,68,2015,3
"nanyumbu_chipuputa_namasogo","nanyumbu_chipuputa",5,3,7,83,2016,3
"nanyumbu_likokona_likokona","nanyumbu_likokona",3,2,0,54,2014,13
"nanyumbu_likokona_likokona","nanyumbu_likokona",5,7,3,83,2016,30
"nanyumbu_likokona_makongondela","nanyumbu_likokona",3,7,0,54,2014,18
"nanyumbu_likokona_makongondela","nanyumbu_likokona",4,13,3,68,2015,13
"nanyumbu_likokona_makongondela","nanyumbu_likokona",5,5,1,83,2016,11
"nanyumbu_likokona_michiga","nanyumbu_likokona",3,0,0,NA,NA,NA
"nanyumbu_likokona_michiga","nanyumbu_likokona",5,2,6,83,2016,2
"nanyumbu_likokona_misawaji","nanyumbu_likokona",3,0,0,NA,NA,NA
"nanyumbu_likokona_msinyasi","nanyumbu_likokona",3,9,1,54,2014,11
"nanyumbu_likokona_msinyasi","nanyumbu_likokona",5,1,0,83,2016,6
"nanyumbu_likokona_pachani","nanyumbu_likokona",3,0,0,NA,NA,NA
"nanyumbu_likokona_pachani","nanyumbu_likokona",5,0,5,NA,NA,NA
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",3,5,0,54,2014,8
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",4,9,0,68,2015,32
"nanyumbu_lumesule_changwale","nanyumbu_lumesule",5,8,4,83,2016,32
"nanyumbu_lumesule_chigweje","nanyumbu_lumesule",3,4,0,NA,NA,NA
"nanyumbu_lumesule_chigweje","nanyumbu_lumesule",5,5,2,83,2016,5
"nanyumbu_lumesule_lumesule","nanyumbu_lumesule",3,0,0,NA,NA,NA
"nanyumbu_lumesule_lumesule","nanyumbu_lumesule",5,7,2,83,2016,7
"nanyumbu_lumesule_mchenjeuka","nanyumbu_lumesule",3,7,0,54,2014,10
"nanyumbu_lumesule_mchenjeuka","nanyumbu_lumesule",5,13,0,83,2016,20
"nanyumbu_lumesule_nandembo","nanyumbu_lumesule",3,4,0,54,2014,1
"nanyumbu_lumesule_nandembo","nanyumbu_lumesule",5,2,3,NA,NA,NA
"nanyumbu_mangaka_kilimanihewa","nanyumbu_mangaka",3,8,0,54,2014,23
"nanyumbu_mangaka_kilimanihewa","nanyumbu_mangaka",4,15,5,68,2015,17
"nanyumbu_mangaka_kilimanihewa","nanyumbu_mangaka",5,5,8,83,2016,29
"nanyumbu_mangaka_mangaka","nanyumbu_mangaka",3,4,12,54,2014,29
"nanyumbu_mangaka_mnonia","nanyumbu_mangaka",4,6,3,68,2015,7
"nanyumbu_mangaka_mnonia","nanyumbu_mangaka",5,5,0,83,2016,5
"nanyumbu_mangaka_mtokora","nanyumbu_mangaka",3,6,3,54,2014,16
"nanyumbu_mangaka_mtokora","nanyumbu_mangaka",4,3,0,68,2015,5
"nanyumbu_mangaka_nahawara","nanyumbu_mangaka",4,2,2,NA,NA,NA
"nanyumbu_mangaka_nahawara","nanyumbu_mangaka",5,0,0,NA,NA,NA
"nanyumbu_mangaka_ndwikaii","nanyumbu_mangaka",3,4,0,54,2014,7
"nanyumbu_mangaka_ndwikaii","nanyumbu_mangaka",4,6,3,68,2015,11
"nanyumbu_mangaka_ndwikaii","nanyumbu_mangaka",5,5,7,83,2016,7
"nanyumbu_mangaka_ngalinje","nanyumbu_mangaka",3,1,2,54,2014,4
"nanyumbu_mangaka_ngalinje","nanyumbu_mangaka",4,8,2,68,2015,6
"nanyumbu_mangaka_ngalinje","nanyumbu_mangaka",5,5,5,83,2016,12
"nanyumbu_maratani_lipupu","nanyumbu_maratani",3,6,4,54,2014,23
"nanyumbu_maratani_lipupu","nanyumbu_maratani",4,7,7,68,2015,18
"nanyumbu_maratani_maratani","nanyumbu_maratani",4,4,3,68,2015,15
"nanyumbu_maratani_mchangani","nanyumbu_maratani",3,10,3,54,2014,21
"nanyumbu_masuguru_lukula","nanyumbu_masuguru",4,13,7,68,2015,33
"nanyumbu_masuguru_lukula","nanyumbu_masuguru",5,13,2,83,2016,41
"nanyumbu_masuguru_lukwika","nanyumbu_masuguru",4,7,2,68,2015,9
"nanyumbu_masuguru_lukwika","nanyumbu_masuguru",5,12,2,83,2016,16
"nanyumbu_masuguru_masuguru","nanyumbu_masuguru",4,10,11,68,2015,9
"nanyumbu_masuguru_masuguru","nanyumbu_masuguru",5,9,2,83,2016,9
"nanyumbu_mikangaula_changombe","nanyumbu_mikangaula",3,1,1,NA,NA,NA
"nanyumbu_mikangaula_changombe","nanyumbu_mikangaula",5,0,2,NA,NA,NA
"nanyumbu_mikangaula_kamundi","nanyumbu_mikangaula",4,8,6,68,2015,38
"nanyumbu_mikangaula_kamundi","nanyumbu_mikangaula",5,8,5,83,2016,65
"nanyumbu_mikangaula_lowasa","nanyumbu_mikangaula",4,5,3,68,2015,8
"nanyumbu_mikangaula_lowasa","nanyumbu_mikangaula",5,11,0,83,2016,17
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",3,0,2,54,2014,17
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",4,5,0,68,2015,14
"nanyumbu_mikangaula_mikangaula","nanyumbu_mikangaula",5,2,1,83,2016,6
"nanyumbu_mikangaula_mkwajuni","nanyumbu_mikangaula",3,0,0,NA,NA,NA
"nanyumbu_mikangaula_mkwajuni","nanyumbu_mikangaula",5,2,1,83,2016,3
"nanyumbu_mikangaula_nahimba","nanyumbu_mikangaula",3,9,2,54,2014,16
"nanyumbu_mikangaula_nahimba","nanyumbu_mikangaula",4,8,2,68,2015,7
"nanyumbu_mikangaula_nangaramo","nanyumbu_mikangaula",4,6,3,68,2015,7
"nanyumbu_mikangaula_nawaje","nanyumbu_mikangaula",3,6,2,54,2014,15
"nanyumbu_mikangaula_nawaje","nanyumbu_mikangaula",4,6,2,68,2015,12
"nanyumbu_mikangaula_nawaje","nanyumbu_mikangaula",5,0,2,NA,NA,NA
"nanyumbu_mkonona_chilunda","nanyumbu_mkonona",3,2,7,54,2014,14
"nanyumbu_mkonona_chilunda","nanyumbu_mkonona",4,9,14,68,2015,18
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",3,6,3,54,2014,30
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",4,12,2,68,2015,22
"nanyumbu_mkonona_marumba","nanyumbu_mkonona",5,19,3,83,2016,70
"nanyumbu_mkonona_mbagalambuyuni","nanyumbu_mkonona",3,2,2,54,2014,22
"nanyumbu_mkonona_mbagalambuyuni","nanyumbu_mkonona",4,1,4,NA,NA,NA
"nanyumbu_mkonona_mitumbati","nanyumbu_mkonona",4,29,9,68,2015,10
"nanyumbu_mkonona_mitumbati","nanyumbu_mkonona",5,7,1,83,2016,10
"nanyumbu_mkonona_namijati","nanyumbu_mkonona",3,10,1,54,2014,16
"nanyumbu_mkonona_namijati","nanyumbu_mkonona",4,10,6,68,2015,8
"nanyumbu_mnanje_chikunjaii","nanyumbu_mnanje",3,1,0,54,2014,2
"nanyumbu_mnanje_holola","nanyumbu_mnanje",3,0,0,NA,NA,NA
"nanyumbu_mnanje_holola","nanyumbu_mnanje",4,0,2,NA,NA,NA
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",3,8,4,54,2014,18
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",4,4,3,68,2015,7
"nanyumbu_mnanje_mikuva","nanyumbu_mnanje",5,3,1,83,2016,7
"nanyumbu_mnanje_mnanjea","nanyumbu_mnanje",3,6,1,54,2014,13
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",3,9,1,54,2014,24
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",4,7,2,68,2015,11
"nanyumbu_mnanje_mnanjeb","nanyumbu_mnanje",5,7,2,83,2016,18
"nanyumbu_mnanje_ngupe","nanyumbu_mnanje",3,12,2,54,2014,17
"nanyumbu_mnanje_ngupe","nanyumbu_mnanje",4,4,5,68,2015,6
"nanyumbu_mnanje_ngupe","nanyumbu_mnanje",5,2,4,83,2016,6
"nanyumbu_nandete_chivirikiti","nanyumbu_nandete",3,3,8,54,2014,14
"nanyumbu_nandete_chivirikiti","nanyumbu_nandete",4,7,2,68,2015,15
"nanyumbu_nandete_chivirikiti","nanyumbu_nandete",5,5,3,83,2016,15
"nanyumbu_nandete_mtalikachau","nanyumbu_nandete",3,8,2,54,2014,24
"nanyumbu_nandete_nakole","nanyumbu_nandete",3,13,0,54,2014,19
"nanyumbu_nandete_nakole","nanyumbu_nandete",4,2,4,68,2015,1
"nanyumbu_nandete_nakole","nanyumbu_nandete",5,1,2,83,2016,1
"nanyumbu_nandete_nandete","nanyumbu_nandete",4,13,10,68,2015,36
"nanyumbu_nandete_nandete","nanyumbu_nandete",5,5,5,83,2016,36
"nanyumbu_nandete_ulanga","nanyumbu_nandete",3,7,1,54,2014,15
"nanyumbu_nangomba_chihuve","nanyumbu_nangomba",4,6,0,68,2015,12
"nanyumbu_nangomba_maswela","nanyumbu_nangomba",3,0,0,NA,NA,NA
"nanyumbu_nangomba_maswela","nanyumbu_nangomba",4,5,2,68,2015,7
"nanyumbu_nangomba_maswela","nanyumbu_nangomba",5,3,1,83,2016,7
"nanyumbu_nangomba_mjimwema","nanyumbu_nangomba",4,9,5,68,2015,37
"nanyumbu_nangomba_mjimwema","nanyumbu_nangomba",5,19,8,83,2016,37
"nanyumbu_nangomba_mnemeke","nanyumbu_nangomba",3,7,11,54,2014,33
"nanyumbu_nangomba_mnemeke","nanyumbu_nangomba",4,8,2,68,2015,10
"nanyumbu_nangomba_nangomba","nanyumbu_nangomba",4,18,4,68,2015,29
"nanyumbu_nanyumbu_chitawatawa","nanyumbu_nanyumbu",5,2,2,NA,NA,NA
"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu",4,13,3,68,2015,5
"nanyumbu_nanyumbu_chitowe","nanyumbu_nanyumbu",5,0,2,83,2016,17
"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu",4,8,4,68,2015,5
"nanyumbu_nanyumbu_chungu","nanyumbu_nanyumbu",5,4,1,83,2016,5
"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu",4,10,6,68,2015,14
"nanyumbu_nanyumbu_makanya","nanyumbu_nanyumbu",5,8,2,83,2016,18
"nanyumbu_nanyumbu_maneme","nanyumbu_nanyumbu",4,3,2,68,2015,2
"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu",4,18,9,68,2015,23
"nanyumbu_nanyumbu_mkuula","nanyumbu_nanyumbu",5,12,3,83,2016,31
