"Correct_Village","Correct_Ward","Correct_District","Correct_Region","dateVaccination","Dogs"
"lindirural_namupa_namupa","Namupa","Lindi Rural","Lindi",2011-02-20,12
"lindirural_navanga_navanga","Navanga","Lindi Rural","Lindi",2011-02-20,9
"lindirural_nyengedi_nyengedib","Nyengedi","Lindi Rural","Lindi",2011-02-20,16
"lindirural_pangatena_pangatena","Pangatena","Lindi Rural","Lindi",2011-02-20,15
"lindirural_sudi_madangwa","Sudi","Lindi Rural","Lindi",2011-02-20,19
"lindiurban_jamhuri_kiduni","Jamhuri","Lindi Urban","Lindi",2011-02-20,19
"lindiurban_mingoyo_mkwaya","Mingoyo","Lindi Urban","Lindi",2011-02-20,25
"lindiurban_nachingwea_nachingwea","Nachingwea","Lindi Urban","Lindi",2011-02-20,5
"lindiurban_rasbura_mitwero","Rasbura","Lindi Urban","Lindi",2011-02-20,10
"lindiurban_tandangongoro_nandambi","Tandangongoro","Lindi Urban","Lindi",2011-02-20,12
"nachingwea_kilimarondo_namatunu","Kilima Rondo","Nachingwea","Lindi",2011-02-20,18
"nachingwea_matekwe_majonanga","Matekwe","Nachingwea","Lindi",2011-02-20,11
"nachingwea_mkoka_rweje","Mkoka","Nachingwea","Lindi",2011-02-20,16
"nachingwea_mneromiembeni_mkonjela","Mneromiembeni","Nachingwea","Lindi",2011-02-20,19
"nachingwea_mpiruka_mkumba","Mpiruka","Nachingwea","Lindi",2011-02-20,48
"nachingwea_mpiruka_mpiruka","Mpiruka","Nachingwea","Lindi",2011-02-20,58
"nachingwea_naipingo_kwakamkamba","Naipingo","Nachingwea","Lindi",2011-02-20,35
"nachingwea_naipingo_naipingo","Naipingo","Nachingwea","Lindi",2011-02-20,37
"nachingwea_nditi_nyambia","Nditi","Nachingwea","Lindi",2011-02-20,13
"nachingwea_ndomoni_mkurupilo","Ndomoni","Nachingwea","Lindi",2011-02-20,16
"nachingwea_ndomoni_ndomoni","Ndomoni","Nachingwea","Lindi",2011-02-20,17
"ruangwa_malolo_nangumbua","Malolo","Ruangwa","Lindi",2011-02-20,24
"ruangwa_nambilanje_nanjaru","Nambilanje","Ruangwa","Lindi",2011-02-20,26
"masasi_mlingula_masiku","Mlingula","Masasi","Mtwara",2011-02-20,9
"mtwararural_chawi_chawi","Chawi","Mtwara Rural","Mtwara",2011-02-20,14
"mtwararural_mtiniko_mtiniko","Mtiniko","Mtwara Rural","Mtwara",2011-02-20,14
"lindirural_kilangala_mnimbila","Kilangala","Lindi Rural","Lindi",2011-02-21,12
"lindirural_kilolambwani_kilolambwani","Kilolambwani","Lindi Rural","Lindi",2011-02-21,13
"lindirural_kilolambwani_mvulenia","Kilolambwani","Lindi Rural","Lindi",2011-02-21,3
"lindirural_kitomanga_mkwajuni","Kitomanga","Lindi Rural","Lindi",2011-02-21,14
"lindirural_longa_narwadi","Longa","Lindi Rural","Lindi",2011-02-21,1
"lindirural_majengo_mbalala","Majengo","Lindi Rural","Lindi",2011-02-21,7
"lindirural_mipingo_mipingo","Mipingo","Lindi Rural","Lindi",2011-02-21,10
"lindirural_mipingo_mnyangara","Mipingo","Lindi Rural","Lindi",2011-02-21,23
"lindirural_mnara_nteneb","Mnara","Lindi Rural","Lindi",2011-02-21,14
"lindirural_mtumbya_kilimanjaro","Mtumbya","Lindi Rural","Lindi",2011-02-21,13
"lindirural_nyengedi_luwale","Nyengedi","Lindi Rural","Lindi",2011-02-21,2
"lindirural_rutamba_kinyope","Rutamba","Lindi Rural","Lindi",2011-02-21,50
"lindiurban_jamhuri_kanisa","Jamhuri","Lindi Urban","Lindi",2011-02-21,1
"lindiurban_mbanja_mbanja","Mbanja","Lindi Urban","Lindi",2011-02-21,8
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2011-02-21,13
"nachingwea_kilimarondo_kilimarondo","Kilima Rondo","Nachingwea","Lindi",2011-02-21,20
"nachingwea_kiparamnero_kiparamnero","Kipara Mnero","Nachingwea","Lindi",2011-02-21,71
"nachingwea_mkotokuyana_mandai","Mkotokuyana","Nachingwea","Lindi",2011-02-21,23
"nachingwea_mneromiembeni_ntila","Mneromiembeni","Nachingwea","Lindi",2011-02-21,44
"nachingwea_mtua_kiparamtua","Mtua","Nachingwea","Lindi",2011-02-21,41
"nachingwea_mtua_mtua","Mtua","Nachingwea","Lindi",2011-02-21,32
"nachingwea_mtua_nalengwe","Mtua","Nachingwea","Lindi",2011-02-21,17
"nachingwea_mtua_nammanga","Mtua","Nachingwea","Lindi",2011-02-21,21
"nachingwea_naipingo_kihuwe","Naipingo","Nachingwea","Lindi",2011-02-21,9
"nachingwea_naipingo_mkukwe","Naipingo","Nachingwea","Lindi",2011-02-21,1
"nachingwea_ruponda_mandawa","Ruponda","Nachingwea","Lindi",2011-02-21,27
"nachingwea_ruponda_mwananyamala","Ruponda","Nachingwea","Lindi",2011-02-21,52
"nachingwea_ruponda_nammanga","Ruponda","Nachingwea","Lindi",2011-02-21,52
"nachingwea_ruponda_ruponda","Ruponda","Nachingwea","Lindi",2011-02-21,34
"ruangwa_nanganga_nanganga","Nanganga","Ruangwa","Lindi",2011-02-21,11
"masasi_lukuledi_chikunja","Lukuledi","Masasi","Mtwara",2011-02-21,21
"masasitownshipauthority_mkuti_mtaawamkutikati","Mkuti","Masasi Township Authority","Mtwara",2011-02-21,50
"mtwararural_dihimba_mpondomo","Dihimba","Mtwara Rural","Mtwara",2011-02-21,14
"mtwararural_namtumbuka_kiwengulo","Namtumbuka","Mtwara Rural","Mtwara",2011-02-21,4
"nanyumbu_chipuputa_namaguruvi","Chipuputa","Nanyumbu","Mtwara",2011-02-21,2
"nanyumbu_mkonona_marumba","Mkonona","Nanyumbu","Mtwara",2011-02-21,18
"nanyumbu_mkonona_mbagalambuyuni","Mkonona","Nanyumbu","Mtwara",2011-02-21,38
"nanyumbu_mkonona_namijati","Mkonona","Nanyumbu","Mtwara",2011-02-21,25
"nanyumbu_mkonona_njisa","Mkonona","Nanyumbu","Mtwara",2011-02-21,3
"nanyumbu_nangomba_maswela","Nangomba","Nanyumbu","Mtwara",2011-02-21,3
"nanyumbu_nangomba_mnemeke","Nangomba","Nanyumbu","Mtwara",2011-02-21,23
"nanyumbu_nangomba_nangomba","Nangomba","Nanyumbu","Mtwara",2011-02-21,22
"nanyumbu_nanyumbu_chitawatawa","Nanyumbu","Nanyumbu","Mtwara",2011-02-21,24
"nanyumbu_sengenya_mkumbaru","Sengenya","Nanyumbu","Mtwara",2011-02-21,18
"nanyumbu_sengenya_rukumbi","Sengenya","Nanyumbu","Mtwara",2011-02-21,12
"nanyumbu_sengenya_sengenya","Sengenya","Nanyumbu","Mtwara",2011-02-21,12
"lindiurban_matopeni_matopeni","Matopeni","Lindi Urban","Lindi",2011-02-22,80
"lindiurban_mitandi_idahoti","Mitandi","Lindi Urban","Lindi",2011-02-22,3
"lindiurban_mwenge_kilimahewa","Mwenge","Lindi Urban","Lindi",2011-02-22,11
"lindiurban_ngapa_mkupama","Ng'apa","Lindi Urban","Lindi",2011-02-22,28
"nachingwea_chiola_mtimbo","Chiola","Nachingwea","Lindi",2011-02-22,30
"nachingwea_chiola_namauni","Chiola","Nachingwea","Lindi",2011-02-22,6
"nachingwea_lionja_lionjaa","Lionja","Nachingwea","Lindi",2011-02-22,12
"nachingwea_mneromiembeni_mneromiembeni","Mneromiembeni","Nachingwea","Lindi",2011-02-22,9
"nachingwea_naipingo_mchonda","Naipingo","Nachingwea","Lindi",2011-02-22,32
"nachingwea_namapwia_likongowele","Namapwia","Nachingwea","Lindi",2011-02-22,25
"nachingwea_namapwia_mbute","Namapwia","Nachingwea","Lindi",2011-02-22,26
"nachingwea_namapwia_namapwia","Namapwia","Nachingwea","Lindi",2011-02-22,7
"nachingwea_nangowe_matankini","Nangowe","Nachingwea","Lindi",2011-02-22,3
"ruangwa_mandawa_mchichili","Mandawa","Ruangwa","Lindi",2011-02-22,15
"ruangwa_mandawa_nahanga","Mandawa","Ruangwa","Lindi",2011-02-22,28
"masasi_mpanyani_mpanyani","Mpanyani","Masasi","Mtwara",2011-02-22,58
"masasi_mpanyani_nambawala","Mpanyani","Masasi","Mtwara",2011-02-22,45
"lindirural_mtua_kilimahewab","Mtua","Lindi Rural","Lindi",2011-02-23,3
"lindiurban_chikonji_chikonjikaskazini","Chikonji","Lindi Urban","Lindi",2011-02-23,25
"lindiurban_matopeni_matopeni","Matopeni","Lindi Urban","Lindi",2011-02-23,30
"lindiurban_mtanda_mtandachini","Mtanda","Lindi Urban","Lindi",2011-02-23,13
"lindiurban_ngapa_mbuyuni","Ng'apa","Lindi Urban","Lindi",2011-02-23,43
"nachingwea_lionja_lionjab","Lionja","Nachingwea","Lindi",2011-02-23,19
"nachingwea_lionja_ngunichile","Lionja","Nachingwea","Lindi",2011-02-23,18
"nachingwea_mkoka_mkoka","Mkoka","Nachingwea","Lindi",2011-02-23,11
"nachingwea_mneromiembeni_namkula","Mneromiembeni","Nachingwea","Lindi",2011-02-23,20
"nachingwea_mnerongongo_kimawe","Mnerongongo","Nachingwea","Lindi",2011-02-23,23
"nachingwea_mnerongongo_kitandi","Mnerongongo","Nachingwea","Lindi",2011-02-23,18
"nachingwea_mnerongongo_mnerongongo","Mnerongongo","Nachingwea","Lindi",2011-02-23,74
"nachingwea_mnerongongo_mpute","Mnerongongo","Nachingwea","Lindi",2011-02-23,11
"ruangwa_chienjele_ngimbwa","Chienjele","Ruangwa","Lindi",2011-02-23,14
"ruangwa_chienjele_njiechele","Chienjele","Ruangwa","Lindi",2011-02-23,65
"ruangwa_mandawa_chikundi","Mandawa","Ruangwa","Lindi",2011-02-23,2
"masasi_mpanyani_mihima","Mpanyani","Masasi","Mtwara",2011-02-23,53
"mtwararural_kiyanga_mkahara","Kiyanga","Mtwara Rural","Mtwara",2011-02-23,14
"lindiurban_chikonji_chikonji","Chikonji","Lindi Urban","Lindi",2011-02-24,10
"lindiurban_mtanda_mukule","Mtanda","Lindi Urban","Lindi",2011-02-24,6
"lindiurban_mwenge_mwenge","Mwenge","Lindi Urban","Lindi",2011-02-24,23
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2011-02-24,32
"nachingwea_mbondo_chimbendenga","Mbondo","Nachingwea","Lindi",2011-02-24,12
"nachingwea_namikango_namikangoa","Namikango","Nachingwea","Lindi",2011-02-24,10
"nachingwea_namikango_namikangob","Namikango","Nachingwea","Lindi",2011-02-24,3
"ruangwa_chibula_chibula","Chibula","Ruangwa","Lindi",2011-02-24,8
"ruangwa_nkowe_mpumbe","Nkowe","Ruangwa","Lindi",2011-02-24,4
"masasi_lukuledi_lukuledia","Lukuledi","Masasi","Mtwara",2011-02-24,1724
"lindiurban_chikonji_jangwani","Chikonji","Lindi Urban","Lindi",2011-02-25,25
"lindiurban_mtanda_mchochoro","Mtanda","Lindi Urban","Lindi",2011-02-25,50
"lindiurban_ngapa_ngapangapa","Ng'apa","Lindi Urban","Lindi",2011-02-25,19
"nachingwea_mbondo_nahimba","Mbondo","Nachingwea","Lindi",2011-02-25,10
"nachingwea_mbondo_nakalonji","Mbondo","Nachingwea","Lindi",2011-02-25,3
"nachingwea_namikango_nangunde","Namikango","Nachingwea","Lindi",2011-02-25,41
"ruangwa_chibula_lichwachwa","Chibula","Ruangwa","Lindi",2011-02-25,4
"ruangwa_chibula_muhuru","Chibula","Ruangwa","Lindi",2011-02-25,1
"ruangwa_chibula_namihenje","Chibula","Ruangwa","Lindi",2011-02-25,7
"ruangwa_likunja_likunja","Likunja","Ruangwa","Lindi",2011-02-25,5
"ruangwa_nachingwea_nachingwea","Nachingwea","Ruangwa","Lindi",2011-02-25,23
"ruangwa_nanganga_mbecha","Nanganga","Ruangwa","Lindi",2011-02-25,22
"ruangwa_nkowe_kipindimbi","Nkowe","Ruangwa","Lindi",2011-02-25,24
"ruangwa_ruangwa_likangara","Ruangwa","Ruangwa","Lindi",2011-02-25,16
"mtwararural_mahurunga_mahurunga","Mahurunga","Mtwara Rural","Mtwara",2011-02-25,19
"mtwararural_msangamkuu_msangamkuu","Msanga Mkuu","Mtwara Rural","Mtwara",2011-02-25,5
"mtwararural_njengwa_ziwanijuu","Njengwa","Mtwara Rural","Mtwara",2011-02-25,34
"mtwararural_tangazo_tangazo","Tangazo","Mtwara Rural","Mtwara",2011-02-25,10
"lindirural_mnara_mnara","Mnara","Lindi Rural","Lindi",2011-02-26,10
"lindirural_mnara_mtakuja","Mnara","Lindi Rural","Lindi",2011-02-26,21
"lindiurban_chikonji_nanyanje","Chikonji","Lindi Urban","Lindi",2011-02-26,15
"lindiurban_jamhuri_mtange","Jamhuri","Lindi Urban","Lindi",2011-02-26,10
"lindiurban_mingoyo_mingoyo","Mingoyo","Lindi Urban","Lindi",2011-02-26,1
"lindiurban_mtanda_nanembo","Mtanda","Lindi Urban","Lindi",2011-02-26,27
"ruangwa_matambarale_matambaralekaskazini","Matambarale","Ruangwa","Lindi",2011-02-26,30
"ruangwa_matambarale_namkatila","Matambarale","Ruangwa","Lindi",2011-02-26,18
"ruangwa_mbekenyera_mbekenyera","Mbekenyera","Ruangwa","Lindi",2011-02-26,10
"ruangwa_mbekenyera_naunambe","Mbekenyera","Ruangwa","Lindi",2011-02-26,40
"ruangwa_nkowe_nkowe","Nkowe","Ruangwa","Lindi",2011-02-26,46
"mtwararural_kiromba_kiromba","Kiromba","Mtwara Rural","Mtwara",2011-02-26,5
"mtwararural_kitaya_kitaya","Kitaya","Mtwara Rural","Mtwara",2011-02-26,7
"mtwararural_mnima_kilimahewa","Mnima","Mtwara Rural","Mtwara",2011-02-26,19
"mtwararural_naumbu_majengo","Naumbu","Mtwara Rural","Mtwara",2011-02-26,10
"lindirural_mnara_ntene","Mnara","Lindi Rural","Lindi",2011-02-27,35
"lindiurban_mingoyo_ruaha","Mingoyo","Lindi Urban","Lindi",2011-02-27,23
"ruangwa_matambarale_nandandara","Matambarale","Ruangwa","Lindi",2011-02-27,2
"ruangwa_mbekenyera_chingumbwa","Mbekenyera","Ruangwa","Lindi",2011-02-27,10
"ruangwa_mnacho_chimbilab","Mnacho","Ruangwa","Lindi",2011-02-27,6
"mtwararural_chawi_chawi","Chawi","Mtwara Rural","Mtwara",2011-02-27,8
"mtwararural_kiyanga_mnongodi","Kiyanga","Mtwara Rural","Mtwara",2011-02-27,7
"mtwararural_milangominne_milangominne","Milango Minne","Mtwara Rural","Mtwara",2011-02-27,5
"mtwararural_mtimbwilimbwi_mtimbwilimbwi","Mtimbwilimbwi","Mtwara Rural","Mtwara",2011-02-27,19
"mtwararural_mtiniko_mtiniko","Mtiniko","Mtwara Rural","Mtwara",2011-02-27,2
"mtwararural_nanguruwe_nanguruwe","Nanguruwe","Mtwara Rural","Mtwara",2011-02-27,15
"lindirural_pangatena_hingawali","Pangatena","Lindi Rural","Lindi",2011-02-28,66
"lindiurban_mingoyo_mawasiliano","Mingoyo","Lindi Urban","Lindi",2011-02-28,25
"lindiurban_mingoyo_mnazimmoja","Mingoyo","Lindi Urban","Lindi",2011-02-28,19
"liwale_lilombe_chigugu","Lilombe","Liwale","Lindi",2011-02-28,1
"liwale_lilombe_lilombe","Lilombe","Liwale","Lindi",2011-02-28,16
"liwale_lilombe_luwele","Lilombe","Liwale","Lindi",2011-02-28,7
"liwale_liwalemjini_kilipwike","Liwale Mjini","Liwale","Lindi",2011-02-28,4
"liwale_liwalemjini_makonjiganga","Liwale Mjini","Liwale","Lindi",2011-02-28,9
"liwale_liwalemjini_mpirani","Liwale Mjini","Liwale","Lindi",2011-02-28,1
"liwale_liwalemjini_mungurumo","Liwale Mjini","Liwale","Lindi",2011-02-28,25
"liwale_liwalemjini_naluleo","Liwale Mjini","Liwale","Lindi",2011-02-28,15
"liwale_mbaya_mbaya","Mbaya","Liwale","Lindi",2011-02-28,3
"liwale_mlembwe_mlembwe","Mlembwe","Liwale","Lindi",2011-02-28,49
"liwale_nangano_nahoro","Nangano","Liwale","Lindi",2011-02-28,23
"nachingwea_lionja_lionjab","Lionja","Nachingwea","Lindi",2011-02-28,3
"nachingwea_mbondo_mbondo","Mbondo","Nachingwea","Lindi",2011-02-28,39
"nachingwea_ruponda_mibondo","Ruponda","Nachingwea","Lindi",2011-02-28,8
"ruangwa_likunja_mitope","Likunja","Ruangwa","Lindi",2011-02-28,2
"ruangwa_mbekenyera_mkutingome","Mbekenyera","Ruangwa","Lindi",2011-02-28,4
"ruangwa_nambilanje_mkaranga","Nambilanje","Ruangwa","Lindi",2011-02-28,5
"ruangwa_narungombe_narungombe","Narung'ombe","Ruangwa","Lindi",2011-02-28,1
"mtwararural_kitere_lilido","Kitere","Mtwara Rural","Mtwara",2011-02-28,28
"mtwararural_mbembaleo_mbembaleo","Mbembaleo","Mtwara Rural","Mtwara",2011-02-28,28
"mtwararural_milangominne_mnyawibarabarani","Milango Minne","Mtwara Rural","Mtwara",2011-02-28,8
"mtwararural_mpapura_mpapura","Mpapura","Mtwara Rural","Mtwara",2011-02-28,15
"mtwararural_nanyamba_nanyamba","Nanyamba","Mtwara Rural","Mtwara",2011-02-28,17
"mtwararural_njengwa_njengwa","Njengwa","Mtwara Rural","Mtwara",2011-02-28,11
"newala_mdimbampelempele_chitenda","Mdimbampelempele","Newala","Mtwara",2011-03-01,117
"newala_nanguruwe_mnanje","Nanguruwe","Newala","Mtwara",2011-03-01,23
"newala_nanguruwe_nanguruwe","Nanguruwe","Newala","Mtwara",2011-03-01,61
"newala_chilangala_chilangala","Chilangala","Newala","Mtwara",2011-03-02,3
"newala_nanguruwe_samora","Nanguruwe","Newala","Mtwara",2011-03-02,45
"newala_luchindu_nangwala","Luchindu","Newala","Mtwara",2011-03-03,102
"newala_mchemo_lengo","Mchemo","Newala","Mtwara",2011-03-03,2
"newala_mchemo_machenje","Mchemo","Newala","Mtwara",2011-03-03,4
"newala_mchemo_mpwapwa","Mchemo","Newala","Mtwara",2011-03-03,3
"newala_mchemo_songambele","Mchemo","Newala","Mtwara",2011-03-03,5
"newala_mcholiii_msilili","Mcholi II","Newala","Mtwara",2011-03-03,2
"newala_nanguruwe_mapili","Nanguruwe","Newala","Mtwara",2011-03-03,28
"newala_mcholiii_lidumbeshule","Mcholi II","Newala","Mtwara",2011-03-04,8
"mtwaraurban_shangani_shanganieast","Shangani","Mtwara Urban","Mtwara",2011-03-05,52
"newala_luchindu_chitandi","Luchindu","Newala","Mtwara",2011-03-05,20
"newala_luchindu_lingana","Luchindu","Newala","Mtwara",2011-03-05,7
"newala_mcholii_amani","Mcholi I","Newala","Mtwara",2011-03-05,1
"newala_mcholiii_tawala","Mcholi II","Newala","Mtwara",2011-03-05,10
"newala_mkunya_matokeo","Mkunya","Newala","Mtwara",2011-03-05,2
"newala_mnyambe_mnima","Mnyambe","Newala","Mtwara",2011-03-05,121
"mtwaraurban_shangani_ligulambelenje","Shangani","Mtwara Urban","Mtwara",2011-03-06,64
"newala_chihangu_chihangua","Chihangu","Newala","Mtwara",2011-03-06,18
"newala_chilangala_mkudumba","Chilangala","Newala","Mtwara",2011-03-06,21
"newala_makonga_juhudi","Makonga","Newala","Mtwara",2011-03-06,3
"newala_makonga_makonga","Makonga","Newala","Mtwara",2011-03-06,5
"newala_mnekachi_imani","Mnekachi","Newala","Mtwara",2011-03-06,7
"newala_mnekachi_mkomai","Mnekachi","Newala","Mtwara",2011-03-06,1
"newala_mnekachi_nambunga","Mnekachi","Newala","Mtwara",2011-03-06,2
"newala_mnyambe_bahati","Mnyambe","Newala","Mtwara",2011-03-06,17
"newala_mtonya_mwanona","Mtonya","Newala","Mtwara",2011-03-06,6
"newala_nakahako_mpalu","Nakahako","Newala","Mtwara",2011-03-06,18
"mtwaraurban_chuno_ligulaa","Chuno","Mtwara Urban","Mtwara",2011-03-07,172
"newala_malatu_malatujuu","Malatu","Newala","Mtwara",2011-03-07,20
"newala_malatu_malatushuleni","Malatu","Newala","Mtwara",2011-03-07,6
"mtwaraurban_likombe_mangamba","Likombe","Mtwara Urban","Mtwara",2011-03-08,46
"mtwaraurban_railway_railwaya","Railway","Mtwara Urban","Mtwara",2011-03-08,10
"mtwaraurban_chikongola_citus","Chikongola","Mtwara Urban","Mtwara",2011-03-09,5
"mtwaraurban_likombe_mtawanya","Likombe","Mtwara Urban","Mtwara",2011-03-09,23
"mtwaraurban_jangwani_mtangashari","Jangwani","Mtwara Urban","Mtwara",2011-03-10,19
"mtwaraurban_likombe_mtepwezi","Likombe","Mtwara Urban","Mtwara",2011-03-10,3
"mtwaraurban_ufukoni_ufukonistendi","Ufukoni","Mtwara Urban","Mtwara",2011-03-11,115
"mtwaraurban_naliendele_naliendele","Naliendele","Mtwara Urban","Mtwara",2011-03-12,47
"newala_chilangala_mkongi","Chilangala","Newala","Mtwara",2011-03-16,6
"newala_chiwonga_chiwonga","Chiwonga","Newala","Mtwara",2011-03-16,2
"newala_kitangari_mnali","Kitangari","Newala","Mtwara",2011-03-16,1
"newala_kitangari_nanda","Kitangari","Newala","Mtwara",2011-03-16,4
"newala_kitangari_niamoja","Kitangari","Newala","Mtwara",2011-03-16,15
"newala_makukwe_mmongo","Makukwe","Newala","Mtwara",2011-03-16,7
"newala_maputi_kadengwa","Maputi","Newala","Mtwara",2011-03-16,1
"newala_maputi_maputi","Maputi","Newala","Mtwara",2011-03-16,15
"newala_mkunya_mkunya","Mkunya","Newala","Mtwara",2011-03-16,7
"newala_mnyambe_mnayope","Mnyambe","Newala","Mtwara",2011-03-16,47
"newala_mtopwa_mnyeu","Mtopwa","Newala","Mtwara",2011-03-16,5
"newala_mtopwa_mtopwa","Mtopwa","Newala","Mtwara",2011-03-16,8
"newala_kitangari_kitangarihospitali","Kitangari","Newala","Mtwara",2011-03-17,20
"newala_nambali_mmalachi","Nambali","Newala","Mtwara",2011-03-17,6
"newala_nandwahi_nandwahi","Nandwahi","Newala","Mtwara",2011-03-17,2
"newala_mcholii_chiunjira","Mcholi I","Newala","Mtwara",2011-03-18,3
"newala_mcholii_mcholigodauni","Mcholi I","Newala","Mtwara",2011-03-18,1
"newala_mcholii_pachoto","Mcholi I","Newala","Mtwara",2011-03-18,2
"newala_nambali_nambalia","Nambali","Newala","Mtwara",2011-03-18,4
"newala_namiyonga_magombo","Namiyonga","Newala","Mtwara",2011-03-18,2
"newala_namiyonga_namiyonga","Namiyonga","Newala","Mtwara",2011-03-18,3
"newala_chihangu_chihangub","Chihangu","Newala","Mtwara",2011-03-25,18
"newala_chihangu_idamnole","Chihangu","Newala","Mtwara",2011-03-25,11
"newala_maputi_mtongwele","Maputi","Newala","Mtwara",2011-03-25,17
"newala_mnyambe_hengapano","Mnyambe","Newala","Mtwara",2011-03-25,9
"newala_mnyambe_mnyambe","Mnyambe","Newala","Mtwara",2011-03-25,51
"newala_chilangala_mikumbi","Chilangala","Newala","Mtwara",2011-03-26,17
"newala_chilangala_miyuyu","Chilangala","Newala","Mtwara",2011-03-27,2
"newala_mdimbampelempele_mdimbampelempele","Mdimbampelempele","Newala","Mtwara",2011-03-27,9
"newala_mdimbampelempele_minjale","Mdimbampelempele","Newala","Mtwara",2011-03-27,21
"tandahimba_chaume_chaume","Chaume","Tandahimba","Mtwara",2011-06-13,36
"tandahimba_lyenje_mwembemmoja","Lyenje","Tandahimba","Mtwara",2011-06-13,18
"tandahimba_lyenje_umoja","Lyenje","Tandahimba","Mtwara",2011-06-13,21
"tandahimba_nambahu_mivanga","Nambahu","Tandahimba","Mtwara",2011-06-13,11
"tandahimba_mkundi_lipalwei","Mkundi","Tandahimba","Mtwara",2011-06-21,6
"tandahimba_ngunja_ngunja","Ngunja","Tandahimba","Mtwara",2011-06-21,7
"tandahimba_kitama_kitamamjini","Kitama","Tandahimba","Mtwara",2011-06-22,12
"tandahimba_kitama_mitondib","Kitama","Tandahimba","Mtwara",2011-06-22,4
"tandahimba_mkwiti_likolombe","Mkwiti","Tandahimba","Mtwara",2011-06-22,29
"tandahimba_mchichira_shangani","Mchichira","Tandahimba","Mtwara",2011-06-23,2
"tandahimba_michenjele_michenjele","Michenjele","Tandahimba","Mtwara",2011-06-23,13
"tandahimba_michenjele_mmalala","Michenjele","Tandahimba","Mtwara",2011-06-23,1
"tandahimba_michenjele_ngongo","Michenjele","Tandahimba","Mtwara",2011-06-23,10
"tandahimba_mihambwe_mihambwe","Mihambwe","Tandahimba","Mtwara",2011-06-24,14
"tandahimba_mkoreha_misufini","Mkoreha","Tandahimba","Mtwara",2011-06-24,6
"tandahimba_maundo_changombe","Maundo","Tandahimba","Mtwara",2011-06-25,4
"tandahimba_maundo_kunandundu","Maundo","Tandahimba","Mtwara",2011-06-25,20
"tandahimba_maundo_namahonga","Maundo","Tandahimba","Mtwara",2011-06-25,16
"tandahimba_mchichira_pachani","Mchichira","Tandahimba","Mtwara",2011-06-25,20
"tandahimba_milingodi_milingodi","Milingodi","Tandahimba","Mtwara",2011-06-25,20
"tandahimba_nanhyanga_nanyangab","Nanhyanga","Tandahimba","Mtwara",2011-06-25,14
"tandahimba_naputa_naputashuleni","Naputa","Tandahimba","Mtwara",2011-06-25,40
"tandahimba_tandahimba_tandahimba","Tandahimba","Tandahimba","Mtwara",2011-06-25,11
"tandahimba_chingungwe_chikunda","Chingungwe","Tandahimba","Mtwara",2011-06-26,20
"tandahimba_lukokoda_lukokoda","Lukokoda","Tandahimba","Mtwara",2011-06-26,17
"tandahimba_lukokoda_mnazimmoja","Lukokoda","Tandahimba","Mtwara",2011-06-26,3
"tandahimba_mahuta_mahutabondeni","Mahuta","Tandahimba","Mtwara",2011-06-26,2
"tandahimba_maundo_maundo","Maundo","Tandahimba","Mtwara",2011-06-26,12
"tandahimba_mchichira_mchichira","Mchichira","Tandahimba","Mtwara",2011-06-26,10
"tandahimba_mdimbamnyoma_mdenga","Mdimba Mnyoma","Tandahimba","Mtwara",2011-06-26,8
"tandahimba_milingodi_namkomolela","Milingodi","Tandahimba","Mtwara",2011-06-26,3
"tandahimba_namikupa_namikupa","Namikupa","Tandahimba","Mtwara",2011-06-26,28
"tandahimba_nanhyanga_mnauke","Nanhyanga","Tandahimba","Mtwara",2011-06-26,1
"tandahimba_tandahimba_madaba","Tandahimba","Tandahimba","Mtwara",2011-06-26,14
"tandahimba_tandahimba_matogoro","Tandahimba","Tandahimba","Mtwara",2011-06-26,7
"tandahimba_chingungwe_kuchele","Chingungwe","Tandahimba","Mtwara",2011-06-27,14
"tandahimba_luagala_luagala","Luagala","Tandahimba","Mtwara",2011-06-27,13
"tandahimba_mahuta_mkulungulu","Mahuta","Tandahimba","Mtwara",2011-06-27,7
