"Date","Study.Area","Region","District","Ward","Village.2002","Village","Location.Source","Kitongoji","Latitude","Longitude","UTM.Easting","UTM.Northing","District.1","Village.1","Biter.ID","ID","Uncertainty","Species","Other.species","Owner","Suspect","Vaccination","Date.bitten.known","Date.bitten","Date.bitten.uncertainty","Known.bites","Symptoms.started.known","Symptoms.started","Symptoms.started.accuracy","Date_proxy","Year","month_n"
"02-Aug-2017","STz","Lindi","Liwale","Kibutuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,402,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-14","+/- 28 days","2012-06-14",2012,18
"15-Nov-2017","STz","Lindi","Liwale","Liwale Mjini",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Liwale",NA,0,385,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-15","+/- 28 days","2012-06-15",2012,18
"03-Aug-2017","STz","Lindi","Ruangwa","Malolo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,417,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-02-14","+/- 7 days","2015-02-14",2015,50
"15-Nov-2017","STz","Lindi","Ruangwa","Mnacho",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,419,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-03-13","+/- 7 days","2012-03-13",2012,15
"15-Nov-2017","STz","Lindi","Ruangwa","Malolo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,418,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-01","+/- 7 days","2011-03-01",2011,3
"03-Aug-2017","STz","Lindi","Ruangwa","Mnacho",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,420,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-03-13","+/- 7 days","2014-03-13",2014,39
"03-Aug-2017","STz","Lindi","Ruangwa","Mnacho",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,421,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-02-02","+/- 7 days","2016-02-02",2016,62
"03-Aug-2017","STz","Lindi","Ruangwa","Likunja",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,433,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-01-03","+/- 7 days","2011-01-03",2011,1
"15-Nov-2017","STz","Lindi","Ruangwa","Makanjiro",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,428,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-04-15","+/- 28 days","2012-04-15",2012,16
"15-Nov-2017","STz","Lindi","Ruangwa","Chienjele",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,425,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-29","+/- 7 days","2011-03-29",2011,3
"31-Jul-2017","STz","Lindi","Nachingwea","Chiola",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,431,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-05-15","+/- 7 days","2011-05-15",2011,5
"31-Jul-2017","STz","Lindi","Nachingwea","Chiola",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,430,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-09-17","+/- 7 days","2011-09-17",2011,9
"15-Nov-2017","STz","Lindi","Ruangwa","Makanjiro",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,427,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-09-15","+/- 28 days","2012-09-15",2012,21
"15-Nov-2017","STz","Lindi","Ruangwa","Makanjiro",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,429,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-07-12","+/- 7 days","2011-07-12",2011,7
"15-Nov-2017","STz","Lindi","Ruangwa","Chienjele",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,424,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2016-03-15","+/- 28 days","2016-03-15",2016,63
"03-Aug-2017","STz","Lindi","Ruangwa","Nandagala",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,422,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-12-22","+/- 7 days","2011-12-22",2011,12
"15-Nov-2017","STz","Lindi","Ruangwa","Nkowe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,432,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2015-04-14","+/- 7 days","2015-04-14",2015,52
"03-Aug-2017","STz","Lindi","Ruangwa","Nandagala",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,423,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-01-14","+/- 7 days","2013-01-14",2013,25
"15-Nov-2017","STz","Lindi","Ruangwa","Chibula",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,434,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-07-05","+/- 7 days","2012-07-05",2012,19
"03-Aug-2017","STz","Lindi","Ruangwa","Namichiga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,437,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-03-05","+/- 7 days","2016-03-05",2016,63
"15-Nov-2017","STz","Lindi","Ruangwa","Matambarale",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,440,"","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2017-02-15","+/- 14 days","2017-02-15",2017,74
"15-Nov-2017","STz","Lindi","Ruangwa","Chibula",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,435,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-03-07","+/- 7 days","2016-03-07",2016,63
"15-Nov-2017","STz","Lindi","Ruangwa","Namichiga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,438,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-03","+/- 7 days","2011-03-03",2011,3
"15-Nov-2017","STz","Lindi","Ruangwa","Chibula",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,436,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-17","+/- 7 days","2012-06-17",2012,18
"15-Nov-2017","STz","Lindi","Ruangwa","Namichiga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,439,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-04-11","+/- 7 days","2014-04-11",2014,40
"03-Aug-2017","STz","Lindi","Ruangwa","Mbekenyera",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,441,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-10-15","+/- 14 days","2015-10-15",2015,58
"15-Nov-2017","STz","Lindi","Ruangwa","Narung'ombe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,443,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-14","+/- 7 days","2012-06-14",2012,18
"15-Nov-2017","STz","Lindi","Ruangwa","Mbwemkuru",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,442,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-01-15","+/- 7 days","2011-01-15",2011,1
"15-Nov-2017","STz","Lindi","Ruangwa","Ruangwa",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,445,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-02-13","+/- 7 days","2011-02-13",2011,2
"15-Nov-2017","STz","Lindi","Ruangwa","Narung'ombe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,444,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-06-10","+/- 7 days","2011-06-10",2011,6
"03-Aug-2017","STz","Lindi","Ruangwa","Narung'ombe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,449,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-02-04","+/- 7 days","2014-02-04",2014,38
"15-Nov-2017","STz","Lindi","Ruangwa","Chunyu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,447,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-04-11","+/- 7 days","2012-04-11",2012,16
"15-Nov-2017","STz","Lindi","Ruangwa","Mandarawe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,452,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-04-11","+/- 7 days","2012-04-11",2012,16
"15-Nov-2017","STz","Lindi","Ruangwa","Mandarawe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,453,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-02-21","+/- 7 days","2011-02-21",2011,2
"15-Nov-2017","STz","Lindi","Ruangwa","Mandarawe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,451,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2014-08-05","+/- 7 days","2014-08-05",2014,44
"03-Aug-2017","STz","Lindi","Ruangwa","Narung'ombe",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,446,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-07-03","+/- 7 days","2014-07-03",2014,43
"15-Nov-2017","STz","Lindi","Ruangwa","Chunyu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,448,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-02-03","+/- 7 days","2012-02-03",2012,14
"15-Nov-2017","STz","Lindi","Ruangwa","Chunyu",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,450,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-09-10","+/- 7 days","2011-09-10",2011,9
"15-Nov-2017","STz","Lindi","Ruangwa","Ruangwa",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Ruangwa",NA,0,426,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-07-01","+/- 7 days","2011-07-01",2011,7
"31-Jul-2017","STz","Lindi","Lindi","Mikumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,459,"","Cat",NA,"Known","Yes","Vaccinated","false",NA,"",NA,"true","2015-05-20","+/- 7 days","2015-05-20",2015,53
"31-Jul-2017","STz","Lindi","Lindi","Rasbura",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,454,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-11-01","+/- 7 days","2011-11-01",2011,11
"31-Jul-2017","STz","Lindi","Lindi","Rasbura",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,455,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-06-20","+/- 7 days","2014-06-20",2014,42
"31-Jul-2017","STz","Lindi","Lindi","Mtanda",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,457,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-30","+/- 7 days","2012-06-30",2012,18
"31-Jul-2017","STz","Lindi","Lindi","Mwenge",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,458,"","Domestic dog",NA,"Known","Yes","Vaccinated","false",NA,"",NA,"true","2015-07-20","+/- 7 days","2015-07-20",2015,55
"31-Jul-2017","STz","Lindi","Lindi","Rasbura",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,456,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-10-01","+/- 7 days","2011-10-01",2011,10
"31-Jul-2017","STz","Lindi","Lindi","Mingoyo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,460,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-03","+/- 7 days","2011-08-03",2011,8
"31-Jul-2017","STz","Lindi","Lindi","Chikonji",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,462,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-08-09","+/- 7 days","2011-08-09",2011,8
"31-Jul-2017","STz","Lindi","Lindi","Mingoyo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Urban",NA,0,461,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-08-16","+/- 7 days","2012-08-16",2012,20
"15-Nov-2017","STz","Lindi","Lindi","Majengo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,463,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-07-15","+/- 28 days","2011-07-15",2011,7
"15-Nov-2017","STz","Lindi","Lindi","Kilolambwani",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,466,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-05-15","+/- 7 days","2012-05-15",2012,17
"15-Nov-2017","STz","Lindi","Lindi","Kitomanga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,464,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-03-15","+/- 28 days","2011-03-15",2011,3
"15-Nov-2017","STz","Lindi","Lindi","Mchinga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,470,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-05-28","+/- 7 days","2013-05-28",2013,29
"01-Aug-2017","STz","Lindi","Lindi","Mchinga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,469,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-10","+/- 7 days","2011-08-10",2011,8
"21-Sep-2017","STz","Lindi","Lindi","Kilolambwani",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,465,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2011-08-14","+/- 7 days","2011-08-14",2011,8
"15-Nov-2017","STz","Lindi","Lindi","Mchinga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,471,"","Domestic dog",NA,"Known","Yes","Not vaccinated","false",NA,"",NA,"true","2015-03-06","+/- 7 days","2015-03-06",2015,51
"01-Aug-2017","STz","Lindi","Lindi","Mchinga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,467,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-07-15","+/- 7 days","2013-07-15",2013,31
"01-Aug-2017","STz","Lindi","Lindi","Milola",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,472,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-24","+/- 7 days","2012-03-24",2012,15
"01-Aug-2017","STz","Lindi","Lindi","Milola",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,468,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-03-29","+/- 7 days","2012-03-29",2012,15
"01-Aug-2017","STz","Lindi","Lindi","Milola",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,472,473,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2012-03-24","0",NA,"true","2012-03-30","+/- 7 days","2012-03-24",2012,15
"01-Aug-2017","STz","Lindi","Lindi","Nahukahuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,479,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-06-15","+/- 7 days","2012-06-15",2012,18
"15-Nov-2017","STz","Lindi","Lindi","Rutamba",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,476,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-08","+/- 7 days","2012-06-08",2012,18
"15-Nov-2017","STz","Lindi","Lindi","Mandwanga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,477,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-06-11","+/- 7 days","2014-06-11",2014,42
"15-Nov-2017","STz","Lindi","Lindi","Rutamba",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,474,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2017-02-15","+/- 28 days","2017-02-15",2017,74
"15-Nov-2017","STz","Lindi","Lindi","Rutamba",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,475,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-05-13","+/- 7 days","2012-05-13",2012,17
"15-Nov-2017","STz","Lindi","Lindi","Mandwanga",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,478,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-12-23","+/- 7 days","2014-12-23",2014,48
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,482,487,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2016-06-15","+/- 28 days",NA,"true","2016-06-28","+/- 28 days","2016-06-15",2016,66
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,482,488,"","Domestic dog",NA,"Known","Yes","Not vaccinated","true","2016-06-15","+/- 28 days",NA,"true","2016-06-28","+/- 28 days","2016-06-15",2016,66
"15-Nov-2017","STz","Lindi","Lindi","Nahukahuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,480,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-03-14","+/- 28 days","2016-03-14",2016,63
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,485,"on the farm","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-03-15","+/- 28 days","2011-03-15",2011,3
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,484,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-25","+/- 7 days","2011-04-25",2011,4
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,486,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-04-15","+/- 28 days","2011-04-15",2011,4
"15-Nov-2017","STz","Lindi","Lindi","Nahukahuka",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,481,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-06-15","+/- 28 days","2011-06-15",2011,6
"01-Aug-2017","STz","Lindi","Lindi","Nyangao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,482,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-06-15","+/- 28 days","2016-06-15",2016,66
"15-Nov-2017","STz","Lindi","Lindi","Majengo",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,489,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-02-29","+/- 28 days","2016-02-29",2016,62
"01-Aug-2017","STz","Lindi","Lindi","Kiwalala",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,491,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-29","+/- 7 days","2012-06-29",2012,18
"15-Nov-2017","STz","Lindi","Lindi","Mtama",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,490,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-05-07","+/- 7 days","2015-05-07",2015,53
"01-Aug-2017","STz","Lindi","Lindi","Kiwalala",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Lindi Rural",NA,0,492,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-07-10","+/- 7 days","2012-07-10",2012,19
"22-Aug-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,530,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-06-22","+/- 7 days","2012-06-22",2012,18
"15-Nov-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,533,"far away","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-10-01","+/- 7 days","2012-10-01",2012,22
"15-Nov-2017","STz","Lindi","Kilwa","Lihimalyao",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,535,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-08-13","+/- 7 days","2014-08-13",2014,44
"15-Nov-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,531,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-09-02","+/- 7 days","2012-09-02",2012,21
"15-Nov-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,532,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2012-02-09","+/- 7 days","2012-02-09",2012,14
"15-Nov-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,534,"nearby","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2012-02-16","+/- 7 days","2012-02-16",2012,14
"15-Nov-2017","STz","Lindi","Kilwa","Mandawa",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,537,"at home","Wildlife: Jackal",NA,"Not applicable","Yes","Not applicable","false",NA,"",NA,"true","2011-12-17","+/- 7 days","2011-12-17",2011,12
"15-Nov-2017","STz","Lindi","Kilwa","Mingumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,546,"","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2014-07-15","+/- 7 days","2014-07-15",2014,43
"15-Nov-2017","STz","Lindi","Kilwa","Tingi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,542,"on the farm","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2013-06-06","+/- 7 days","2013-06-06",2013,30
"15-Nov-2017","STz","Lindi","Kilwa","Mingumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,543,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2017-05-23","+/- 7 days","2017-05-23",2017,77
"15-Nov-2017","STz","Lindi","Kilwa","Kinjumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,539,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-07-19","+/- 7 days","2011-07-19",2011,7
"15-Nov-2017","STz","Lindi","Kilwa","Mingumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,544,"at home","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-02-17","+/- 7 days","2015-02-17",2015,50
"15-Nov-2017","STz","Lindi","Kilwa","Tingi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,540,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-11","+/- 7 days","2011-08-11",2011,8
"15-Nov-2017","STz","Lindi","Kilwa","Kiranjeranje",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,536,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2015-08-27","+/- 7 days","2015-08-27",2015,56
"15-Nov-2017","STz","Lindi","Kilwa","Mingumbi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,545,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-09-03","+/- 7 days","2011-09-03",2011,9
"15-Nov-2017","STz","Lindi","Kilwa","Mandawa",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,538,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2011-08-09","+/- 7 days","2011-08-09",2011,8
"15-Nov-2017","STz","Lindi","Kilwa","Tingi",NA,NA,"Inherited From Parent","",NA,NA,NA,NA,"Kilwa",NA,0,541,"nearby","Domestic dog",NA,"Unknown","Yes","Unknown","false",NA,"",NA,"true","2016-05-09","+/- 7 days","2016-05-09",2016,65
